artifact_type,artifact_rate,strategy,rel_error_mean_nn_ms_median,rel_error_mean_nn_ms_mean,rel_error_mean_nn_ms_std,rel_error_sdnn_ms_median,rel_error_sdnn_ms_mean,rel_error_sdnn_ms_std,rel_error_rmssd_ms_median,rel_error_rmssd_ms_mean,rel_error_rmssd_ms_std,rel_error_pnn50_median,rel_error_pnn50_mean,rel_error_pnn50_std
ectopic_short_long,0.03,interpolate_flagged_intervals,3.7504221424383605e-06,5.437858066341635e-06,0.00017781152993558394,-0.004516269892752592,-0.004882064631470298,0.003274376099846061,-0.03392907257260741,-0.034914827579481916,0.009000723914836391,-0.06977118073730654,-0.07226182253633899,0.03192712978758246
ectopic_short_long,0.03,no_correction,0.0,1.3269706465582797e-18,1.674293079362124e-17,0.4626047486651663,0.593037126560099,0.46620005235843404,2.928232668966034,3.093251177089641,2.332601914459266,0.6341161928306552,7.044582980096128,26.215381152959285
missed_beat,0.001,delete_flagged_intervals,-1.3219557265574408e-06,7.920448021233944e-07,5.317925928714142e-05,0.00011763891135389,-5.793665437476332e-07,0.0006228423954820638,0.0006517104524180285,0.0005391012052301697,0.0012774040171415642,0.0015555866539598514,0.00427407320021457,0.033665333294158176
missed_beat,0.001,interpolate_flagged_intervals,-2.1427141549167464e-06,-1.264438726680059e-06,3.626349420675997e-05,6.492499781789025e-06,-8.057925891524549e-05,0.0004953554557033899,-0.00025091616734602344,-0.00047404896335374945,0.001195931619719367,-0.0003351604547138293,-0.0007714444591077727,0.003190286348939713
missed_beat,0.001,no_correction,0.00099544969638217,0.000994463338095455,3.92978567372203e-05,0.10657317666499169,0.14948368059683836,0.1423113492370189,0.6860015377104427,0.7932700532660776,0.7262138770992039,0.014840624354601314,0.16479015926751553,0.6274174809542433
missed_beat,0.005,delete_flagged_intervals,-1.3864037503210384e-06,-1.3169391501345368e-06,0.0001179314468523999,0.00017370114067255342,5.1796917621135486e-05,0.0014041066756644786,0.0030639824750405193,0.0028369426907477223,0.003163898003314546,0.004791990093163065,0.012102700146105278,0.04711148937117855
missed_beat,0.005,interpolate_flagged_intervals,2.4123869086558744e-07,-2.1529160851403415e-06,7.929665571668122e-05,-0.0002603569182735366,-0.0003941691724746315,0.001045864405415817,-0.001884354801099982,-0.0022904218611359923,0.002638202303104041,-0.0036932368010853846,-0.0037075962784998877,0.009242832271329798
missed_beat,0.005,no_correction,0.00501646557320469,0.0050225315140533045,4.3307291388795895e-05,0.46041939829698275,0.5862374905085295,0.45537491276605574,2.229674449430439,2.372165792260873,1.833583124642598,0.07250961979861786,0.8105384666072222,3.020231402539161
missed_beat,0.01,delete_flagged_intervals,1.3777447903945111e-05,9.686821118349225e-06,0.00017454038041606317,8.22002985717076e-05,4.832473256188697e-05,0.0020559602779263424,0.005859129669201197,0.005441405580220074,0.005570554014945721,0.009562828646311498,0.02708720420687127,0.0746193179092239
missed_beat,0.01,interpolate_flagged_intervals,6.61541311914565e-06,4.94563302539467e-06,0.00011887035483012648,-0.0007715397070915011,-0.0008860375820862569,0.0015922332836733532,-0.004337426487844043,-0.004846327350217789,0.004343876306447583,-0.008624641473604873,-0.010030950196412012,0.02202384475875009
missed_beat,0.01,no_correction,0.010083514753453208,0.010092284380419337,3.997957062582558e-05,0.7861726801384672,0.9877591917048559,0.6978416351529507,3.4525554558784446,3.6233932915986546,2.642514589552827,0.14593341199946444,1.6007457873874384,5.926315979683861
missed_beat,0.03,delete_flagged_intervals,4.705213104985489e-06,7.123531383555132e-06,0.00031127435943296267,0.0001683180136646615,0.00017730511827522544,0.0036448799569194254,0.016742003770077285,0.016975943154659254,0.014550421698590112,0.030931287021864633,0.08704349776400054,0.212313457368382
missed_beat,0.03,interpolate_flagged_intervals,3.1256191523303863e-06,2.9403020196519577e-06,0.00020841673589394396,-0.002445351540958972,-0.0026421904712272248,0.0028716388413145212,-0.014144076053343703,-0.014830288569932291,0.009224025667745859,-0.027247236806096507,-0.028091599347846722,0.036170427124247805
missed_beat,0.03,no_correction,0.030921092786957337,0.030923806733288157,4.756955016124708e-05,1.7864436265401578,2.1059669718753495,1.2965034013439347,6.593001157976668,6.841494680036437,4.666141412089341,0.4399909730480157,4.842034544219025,17.9981303305107
spurious_extra_beat,0.001,delete_flagged_intervals,-1.944562783961073e-06,-2.5550098280708184e-07,2.877938204474933e-05,6.85807424971132e-05,1.774376395135027e-05,0.00029661337025006074,0.0004367713156437152,0.0003816233694326384,0.0006244093648523782,0.0009626955475332441,0.0013328921670506166,0.012495141594133757
